element,original_line,scene_abbreviation,original_content,element_type,element_text,section_depth,scene_number,is_centered,is_dual_dialogue
"Action: With a buzz cut and paratrooper gear, Edward squats with a dozen other SOLDIERS.  The noise of the ENGINES is deafening, but Edward is engrossed in an Asian phrasebook.",2695,.,"With a buzz cut and paratrooper gear, Edward squats with a dozen other SOLDIERS.  The noise of the ENGINES is deafening, but Edward is engrossed in an Asian phrasebook.",Action,"With a buzz cut and paratrooper gear, Edward squats with a dozen other SOLDIERS.  The noise of the ENGINES is deafening, but Edward is engrossed in an Asian phrasebook.",0,,False,False
Empty Line: ,0,.,,Empty Line,,0,,False,False
"Action: EDWARD (V.O.)
A hitch in the Army was up to three years at that point, and having waited three years just to meet Sandra, I knew I couldn't survive being away from her that long.  So I took every hazardous assignment I could find, with the hope of getting my time down to less than a year.",2697,.,EDWARD (V.O.),Action,"EDWARD (V.O.)
A hitch in the Army was up to three years at that point, and having waited three years just to meet Sandra, I knew I couldn't survive being away from her that long.  So I took every hazardous assignment I could find, with the hope of getting my time down to less than a year.",0,,False,False
Empty Line: ,0,.,,Empty Line,,0,,False,False
Action: The JUMP LEADER yells...,2700,.,The JUMP LEADER yells...,Action,The JUMP LEADER yells...,0,,False,False
Empty Line: ,0,.,,Empty Line,,0,,False,False
Character: JUMP LEADER,2702,.,JUMP LEADER,Character,JUMP LEADER,0,,False,False
Dialogue: GO!  GO!  GO!,2703,.,GO!  GO!  GO!,Dialogue,GO!  GO!  GO!,0,,False,False
Empty Line: ,0,.,,Empty Line,,0,,False,False
"Action: One by one the men jump out, their chutes clipped to a main line.  When his time comes, Edward leaps...",2705,.,"One by one the men jump out, their chutes clipped to a main line.  When his time comes, Edward leaps...",Action,"One by one the men jump out, their chutes clipped to a main line.  When his time comes, Edward leaps...",0,,False,False
Empty Line: ,0,.,,Empty Line,,0,,False,False
Action: ...but he's stuck.  His cord is caught up in the assembly.,2707,.,...but he's stuck.  His cord is caught up in the assembly.,Action,...but he's stuck.  His cord is caught up in the assembly.,0,,False,False
Empty Line: ,0,.,,Empty Line,,0,,False,False
"Action: He twists and struggles, trying to free himself.  Looking down, he can see the white parachutes disappearing into the darkness.  They're already long gone.",2709,.,"He twists and struggles, trying to free himself.  Looking down, he can see the white parachutes disappearing into the darkness.  They're already long gone.",Action,"He twists and struggles, trying to free himself.  Looking down, he can see the white parachutes disappearing into the darkness.  They're already long gone.",0,,False,False
Empty Line: ,0,.,,Empty Line,,0,,False,False
"Action: Digging a knife out of his pocket, Edward gets to work cutting through the cable.  It finally POPS.  Edward jumps from the plane.",2711,.,"Digging a knife out of his pocket, Edward gets to work cutting through the cable.  It finally POPS.  Edward jumps from the plane.",Action,"Digging a knife out of his pocket, Edward gets to work cutting through the cable.  It finally POPS.  Edward jumps from the plane.",0,,False,False
Empty Line: ,0,.,,Empty Line,,0,,False,False
Scene Heading: OUTSIDE STAGE - NIGHT,2713,EXT.,EXT.  OUTSIDE STAGE - NIGHT,Scene Heading,OUTSIDE STAGE - NIGHT,0,,False,False
Empty Line: ,0,.,,Empty Line,,0,,False,False
"Action: A THOUSAND CHINESE SOLDIERS sit, bored, watching the equivalent of a U.S.O. show.",2715,.,"A THOUSAND CHINESE SOLDIERS sit, bored, watching the equivalent of a U.S.O. show.  ",Action,"A THOUSAND CHINESE SOLDIERS sit, bored, watching the equivalent of a U.S.O. show.",0,,False,False
Empty Line: ,0,.,,Empty Line,,0,,False,False
"Action: A CHINESE VENTRILOQUIST is on stage with his Communist puppet.  We have no idea what they're saying to each other, but every act is fundamentally the same.",2717,.,"A CHINESE VENTRILOQUIST is on stage with his Communist puppet.  We have no idea what they're saying to each other, but every act is fundamentally the same.",Action,"A CHINESE VENTRILOQUIST is on stage with his Communist puppet.  We have no idea what they're saying to each other, but every act is fundamentally the same.",0,,False,False
Empty Line: ,0,.,,Empty Line,,0,,False,False
"Action: The EMCEE comes on to usher him off the stage before he's finished.  The Ventriloquist protests, but finally gives in.  The Emcee makes a ""shoot him in the neck"" motion to one of the ARMED GUARDS off-stage.",2719,.,"The EMCEE comes on to usher him off the stage before he's finished.  The Ventriloquist protests, but finally gives in.  The Emcee makes a ""shoot him in the neck"" motion to one of the ARMED GUARDS off-stage.",Action,"The EMCEE comes on to usher him off the stage before he's finished.  The Ventriloquist protests, but finally gives in.  The Emcee makes a ""shoot him in the neck"" motion to one of the ARMED GUARDS off-stage.",0,,False,False
Empty Line: ,0,.,,Empty Line,,0,,False,False
Scene Heading: HIGH ABOVE THE STAGE - NIGHT,2721,EXT.,EXT.  HIGH ABOVE THE STAGE - NIGHT,Scene Heading,HIGH ABOVE THE STAGE - NIGHT,0,,False,False
Empty Line: ,0,.,,Empty Line,,0,,False,False
"Action: We LOOK DOWN with Edward, who is drifting right for the stage.  He can't steer.  He's helpless.",2723,.,"We LOOK DOWN with Edward, who is drifting right for the stage.  He can't steer.  He's helpless.  ",Action,"We LOOK DOWN with Edward, who is drifting right for the stage.  He can't steer.  He's helpless.",0,,False,False
Empty Line: ,0,.,,Empty Line,,0,,False,False
"Action: But then, a BLAST of fireworks from the sides of the stage.  The lights go out as a DRUM ROLL begins.  It's just enough cover for Edward to remain unseen.",2725,.,"But then, a BLAST of fireworks from the sides of the stage.  The lights go out as a DRUM ROLL begins.  It's just enough cover for Edward to remain unseen.",Action,"But then, a BLAST of fireworks from the sides of the stage.  The lights go out as a DRUM ROLL begins.  It's just enough cover for Edward to remain unseen.",0,,False,False
Empty Line: ,0,.,,Empty Line,,0,,False,False
"Action: He lands with a CLANG on the lighting catwalk above the stage.  He barely grabs on, disconnecting his chute just as the curtain goes up.  Edward looks out at the sea of excited soldiers.  Every one of them would kill him.  He's the legless cricket left on the anthill.",2727,.,"He lands with a CLANG on the lighting catwalk above the stage.  He barely grabs on, disconnecting his chute just as the curtain goes up.  Edward looks out at the sea of excited soldiers.  Every one of them would kill him.  He's the legless cricket left on the anthill.",Action,"He lands with a CLANG on the lighting catwalk above the stage.  He barely grabs on, disconnecting his chute just as the curtain goes up.  Edward looks out at the sea of excited soldiers.  Every one of them would kill him.  He's the legless cricket left on the anthill.",0,,False,False
Empty Line: ,0,.,,Empty Line,,0,,False,False
Scene Heading: ON STAGE,2729,EXT.,EXT. ON STAGE,Scene Heading,ON STAGE,0,,False,False
Empty Line: ,0,.,,Empty Line,,0,,False,False
Action: The curtain rises to reveal PING (27) at a microphone.  She's as gorgeous a woman as you'll ever see.,2731,.,The curtain rises to reveal PING (27) at a microphone.  She's as gorgeous a woman as you'll ever see.,Action,The curtain rises to reveal PING (27) at a microphone.  She's as gorgeous a woman as you'll ever see.,0,,False,False
Empty Line: ,0,.,,Empty Line,,0,,False,False
"Action: She stands with her hips turned in profile.  Her body is a knockout, dress cut to reveal skin.  The soldiers are on their feet, WHISTLING and HOLLERING.",2733,.,"She stands with her hips turned in profile.  Her body is a knockout, dress cut to reveal skin.  The soldiers are on their feet, WHISTLING and HOLLERING.",Action,"She stands with her hips turned in profile.  Her body is a knockout, dress cut to reveal skin.  The soldiers are on their feet, WHISTLING and HOLLERING.",0,,False,False
Empty Line: ,0,.,,Empty Line,,0,,False,False
"Action: UP ON THE CATWALK, Edward is surprised by an ENEMY SOLDIER.  The two men begin to SCUFFLE.",2735,.,"UP ON THE CATWALK, Edward is surprised by an ENEMY SOLDIER.  The two men begin to SCUFFLE.  ",Action,"UP ON THE CATWALK, Edward is surprised by an ENEMY SOLDIER.  The two men begin to SCUFFLE.",0,,False,False
Empty Line: ,0,.,,Empty Line,,0,,False,False
"Action: MUSIC starts, a vampy torch song.  Ping sings melody while an off-stage voice carries perfect harmony.",2737,.,"MUSIC starts, a vampy torch song.  Ping sings melody while an off-stage voice carries perfect harmony.",Action,"MUSIC starts, a vampy torch song.  Ping sings melody while an off-stage voice carries perfect harmony.",0,,False,False
Empty Line: ,0,.,,Empty Line,,0,,False,False
Character: PING,2739,.,PING,Character,PING,0,,False,False
"Dialogue: *Sometimes a girl can feel so alone
Without a lover to call her own.
Sometimes it's so bad, she wants to explode.
Wants to grab the first man she sees and tear off his clothes.*",2740,.,*Sometimes a girl can feel so alone,Dialogue,"*Sometimes a girl can feel so alone
Without a lover to call her own.
Sometimes it's so bad, she wants to explode.
Wants to grab the first man she sees and tear off his clothes.*",0,,False,False
Empty Line: ,0,.,,Empty Line,,0,,False,False
Action: A ROAR from the soldiers.  She knows what they want.,2745,.,A ROAR from the soldiers.  She knows what they want.,Action,A ROAR from the soldiers.  She knows what they want.,0,,False,False
Empty Line: ,0,.,,Empty Line,,0,,False,False
"Action: Still fighting, Edward jumps for a pole on the far side of the catwalk, sliding down it to end up",2747,.,"Still fighting, Edward jumps for a pole on the far side of the catwalk, sliding down it to end up ",Action,"Still fighting, Edward jumps for a pole on the far side of the catwalk, sliding down it to end up",0,,False,False
Empty Line: ,0,.,,Empty Line,,0,,False,False
Action: BACKSTAGE.,2749,.,BACKSTAGE.,Action,BACKSTAGE.,0,,False,False
Empty Line: ,0,.,,Empty Line,,0,,False,False
Action: His determined opponent follows him down.,2751,.,His determined opponent follows him down.,Action,His determined opponent follows him down.,0,,False,False
Empty Line: ,0,.,,Empty Line,,0,,False,False
"Action: PING (CONT'D)
*But she won't.
No, she can't.
She needs a special **special** different unusual man.
Because that girl,
Who looks like me,
She has wants, but she has needs.*",2753,.,PING (CONT'D),Action,"PING (CONT'D)
*But she won't.
No, she can't.
She needs a special **special** different unusual man.
Because that girl,
Who looks like me,
She has wants, but she has needs.*",0,,False,False
Empty Line: ,0,.,,Empty Line,,0,,False,False
"Action: PING  (CONT'D)
(speaking)
Any of you got needs?",2761,.,PING  (CONT'D),Action,"PING  (CONT'D)
(speaking)
Any of you got needs?",0,,False,False
Empty Line: ,0,.,,Empty Line,,0,,False,False
"Action: The soldiers ROAR LOUDER, STOMPING on the bleachers.",2765,.,"The soldiers ROAR LOUDER, STOMPING on the bleachers.",Action,"The soldiers ROAR LOUDER, STOMPING on the bleachers.",0,,False,False
Empty Line: ,0,.,,Empty Line,,0,,False,False
"Action: Backstage, the two men are still fighting.",2767,.,"Backstage, the two men are still fighting.",Action,"Backstage, the two men are still fighting.",0,,False,False
Empty Line: ,0,.,,Empty Line,,0,,False,False
"Action: PING  (CONT'D)
(chorus)
*I've had twice the adventure,
Cried double the tears.
Two times the bad times in half the years.
I need a strong man, because I've got
Twice the love to give.*",2769,.,PING  (CONT'D),Action,"PING  (CONT'D)
(chorus)
*I've had twice the adventure,
Cried double the tears.
Two times the bad times in half the years.
I need a strong man, because I've got
Twice the love to give.*",0,,False,False
Empty Line: ,0,.,,Empty Line,,0,,False,False
"Action: For the first time, Ping turns, and now we see why she was standing in profile.  Ping is one-half of",2777,.,"For the first time, Ping turns, and now we see why she was standing in profile.  Ping is one-half of ",Action,"For the first time, Ping turns, and now we see why she was standing in profile.  Ping is one-half of",0,,False,False
Empty Line: ,0,.,,Empty Line,,0,,False,False
Action: SIAMESE TWINS.,2779,.,SIAMESE TWINS.,Action,SIAMESE TWINS.,0,,False,False
Empty Line: ,0,.,,Empty Line,,0,,False,False
"Action: Her identical twin is JING, who's been singing harmony all this time.  They are two separate women who join at the waist, one set of perfect legs beneath them.",2781,.,"Her identical twin is JING, who's been singing harmony all this time.  They are two separate women who join at the waist, one set of perfect legs beneath them.",Action,"Her identical twin is JING, who's been singing harmony all this time.  They are two separate women who join at the waist, one set of perfect legs beneath them.",0,,False,False
Empty Line: ,0,.,,Empty Line,,0,,False,False
"Action: Edward sees the twins from behind, does a double-take.  It costs him a punch to the jaw.",2783,.,"Edward sees the twins from behind, does a double-take.  It costs him a punch to the jaw.",Action,"Edward sees the twins from behind, does a double-take.  It costs him a punch to the jaw.",0,,False,False
Empty Line: ,0,.,,Empty Line,,0,,False,False
"Action: PING (CONT'D)
Say hello, Jing.",2785,.,PING (CONT'D),Action,"PING (CONT'D)
Say hello, Jing.",0,,False,False
Empty Line: ,0,.,,Empty Line,,0,,False,False
Character: JING,2788,.,JING,Character,JING,0,,False,False
Dialogue: Hello Jing.,2789,.,Hello Jing.,Dialogue,Hello Jing.,0,,False,False
Empty Line: ,0,.,,Empty Line,,0,,False,False
Character: PING,2791,.,PING,Character,PING,0,,False,False
Parenthetical: (to the crowd),2792,.,(to the crowd),Parenthetical,(to the crowd),0,,False,False
Dialogue: I'm Ping.  She's Jing.  She's the good one.,2793,.,I'm Ping.  She's Jing.  She's the good one.,Dialogue,I'm Ping.  She's Jing.  She's the good one.,0,,False,False
Parenthetical: (closer),2794,.,(closer),Parenthetical,(closer),0,,False,False
Dialogue: I'm the bad one.,2795,.,I'm the bad one.,Dialogue,I'm the bad one.,0,,False,False
Empty Line: ,0,.,,Empty Line,,0,,False,False
"Action: As the MUSIC builds towards the climax, Edward finishes the fight, knocking the guard out with a right hook.",2797,.,"As the MUSIC builds towards the climax, Edward finishes the fight, knocking the guard out with a right hook.",Action,"As the MUSIC builds towards the climax, Edward finishes the fight, knocking the guard out with a right hook.",0,,False,False
Empty Line: ,0,.,,Empty Line,,0,,False,False
"Action: As Ping and Jing reach the last chorus, they strike a final pose in the shape of a heart, their arms forming the arches, their backs forming the curves.",2799,.,"As Ping and Jing reach the last chorus, they strike a final pose in the shape of a heart, their arms forming the arches, their backs forming the curves.  ",Action,"As Ping and Jing reach the last chorus, they strike a final pose in the shape of a heart, their arms forming the arches, their backs forming the curves.",0,,False,False
